part_name,brand,model,oem_number,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
automatic gear -,skoda,octavia,fi27837687a,12,4290.7917,4293.1,325.7822,106134.0374,0.0759,3951.0,4641.0,690.0
"engine diesel - , e-",vw,golf,fi09389104a,14,3818.9286,3899.6,270.7378,73298.9706,0.0709,3502.8,4117.4,614.6
engine diesel -,skoda,octavia,fi05351686a,6,4043.9833,4134.2,217.4141,47268.9114,0.0538,3558.6,4165.0,606.4
kamera utvändig -,toyota,corolla,fi05028803a,11,522.0818,707.6,206.39,42596.8397,0.3953,296.0,714.0,418.0
"engine diesel - , e-",vw,golf,fi10331575a,8,3848.8625,3957.0,202.002,40804.8023,0.0525,3488.7,3986.5,497.8
"brake servo - , e-",vw,golf,fi27837687a,23,291.7957,189.4,178.3125,31795.3448,0.6111,176.9,595.0,418.1
automatic gear -,toyota,corolla,fi09389104a,7,2965.7571,3038.0,129.2558,16707.0596,0.0436,2723.2,3054.5,331.3
automatic gear -,toyota,corolla,fi27837687a,21,2915.2238,2960.0,112.9353,12754.3732,0.0387,2604.8,2975.0,370.2
main cylinder -,toyota,corolla,fi27837687a,26,571.5846,592.0,102.4923,10504.6751,0.1793,59.2,595.0,535.8
gear box 5 speed -,toyota,corolla,fi06018105a,6,789.45,827.9,88.3397,7803.9092,0.1119,592.0,833.0,241.0
hybrid batteri -,toyota,corolla,fi09389104a,18,1295.0667,1297.55,83.6041,6989.6378,0.0646,1219.5,1462.2,242.7
injection control unit -,toyota,corolla,fi27837687a,14,524.2143,533.65,83.3183,6941.9412,0.1589,355.2,595.0,239.8
engine gasoline -,toyota,corolla,fi27837687a,20,3635.81,3670.4,76.7016,5883.1399,0.0211,3433.6,3689.0,255.4
abs hydraulic pump -,toyota,corolla,fi15710056a,5,296.0,296.0,64.8504,4205.568,0.2191,236.8,414.4,177.6
engine gasoline -,skoda,octavia,fi09389104a,12,4204.975,4208.35,63.4962,4031.7669,0.0151,4127.9,4289.9,162.0
airbag control unit -,toyota,corolla,fi27837687a,8,319.7,354.55,61.5532,3788.795,0.1925,213.1,357.0,143.9
"engine gasoline - , e-",vw,golf,fi27837687a,18,4131.0,4100.45,60.1763,3621.1878,0.0146,4068.9,4236.4,167.5
hybrid inverter -,toyota,corolla,fi27837687a,4,414.4,414.4,59.2,3504.64,0.1429,355.2,473.6,118.4
drive shaft -(right front),toyota,corolla,fi27837687a,26,318.2731,353.9,57.3165,3285.1827,0.1801,177.6,357.0,179.4
"drive shaft - , e-(right rear)",vw,golf,fi10331575a,9,276.4556,237.2,56.1812,3156.3247,0.2032,235.9,357.0,121.1
curtain airbags -(right),toyota,corolla,fi06376738a,10,140.21,180.45,52.0734,2711.6369,0.3714,59.2,182.1,122.9
gear box 5 speed -,skoda,octavia,fi27837687a,24,976.525,948.1,51.3446,2636.271,0.0526,943.5,1071.0,127.5
gear box 5 speed -,toyota,corolla,fi06509801a,2,568.0,568.0,50.6,2560.36,0.0891,517.4,618.6,101.2
gear distributor box -,skoda,octavia,fi27837687a,28,984.9357,952.0,48.1513,2318.5437,0.0489,943.5,1071.0,127.5
curtain airbags -(left),toyota,corolla,fi07713839a,7,205.7,225.0,47.2385,2231.48,0.2296,90.0,226.1,136.1
curtain airbags -(right),toyota,corolla,fi07713839a,7,205.7,225.0,47.2385,2231.48,0.2296,90.0,226.1,136.1
fuel tank injection -,skoda,octavia,fi03986645a,18,173.6,142.3,44.6454,1993.21,0.2572,141.5,238.0,96.5
diesel injection pump -,toyota,corolla,fi06292622a,9,78.8222,47.4,44.4853,1978.9395,0.5644,47.2,142.1,94.9
diesel tank -,skoda,octavia,fi07265116a,12,276.9917,277.0,42.6006,1814.8124,0.1538,233.6,321.3,87.7
engine diesel -,toyota,corolla,fi27837687a,9,911.7556,924.7,42.2218,1782.6825,0.0463,793.3,935.4,142.1
kamera utvändig -,skoda,octavia,fi27837687a,12,254.4917,254.55,41.4325,1716.6558,0.1628,212.3,297.5,85.2
engine gasoline -,toyota,corolla,fi09389104a,7,3643.7429,3658.6,38.9167,1514.5082,0.0107,3552.0,3677.1,125.1
insp.pump diesel control unit -,toyota,corolla,fi11042417a,10,209.59,235.95,38.5842,1488.7389,0.1841,118.4,238.0,119.6
curtain airbags -(left),toyota,corolla,fi06018105a,5,168.14,142.1,36.9809,1367.5864,0.2199,142.1,236.8,94.7
gear box 6 speed -,skoda,octavia,fi27837687a,11,2329.3636,2308.6,36.8929,1361.0896,0.0158,2288.0,2380.0,92.0
"drive shaft - , e-(right rear)",vw,golf,fi09389104a,17,253.3353,242.4,36.2956,1317.3693,0.1433,218.2,308.4,90.2
curtain airbags -(left),toyota,corolla,fi27837687a,38,232.7895,236.8,34.1904,1168.983,0.1469,94.7,261.8,167.1
"brake caliper - , e-(left front)",vw,golf,fi27837687a,42,197.85,177.5,33.9009,1149.2744,0.1713,165.1,238.0,72.9
other control unit -,toyota,corolla,fi27837687a,3,307.8667,284.2,33.4697,1120.2222,0.1087,284.2,355.2,71.0
insp.pump diesel control unit -,toyota,corolla,fi15710056a,7,199.6143,213.1,33.1611,1099.6612,0.1661,118.4,214.2,95.8
drive shaft -(right front),skoda,octavia,fi09389104a,12,275.1917,275.25,32.553,1059.6974,0.1183,241.8,309.4,67.6
"drive shaft- , e-(left rear)",vw,golf,fi09389104a,4,275.65,275.25,32.3679,1047.6825,0.1174,242.7,309.4,66.7
"crankshaft - , e-",vw,golf,fi06292622a,24,124.2792,133.15,32.1397,1032.9591,0.2586,76.7,154.7,78.0
kamera utvändig -,toyota,corolla,fi27837687a,13,701.3692,710.4,31.644,1001.3421,0.0451,592.0,714.0,122.0
other control unit -,toyota,corolla,fi06292622a,7,425.4429,438.1,31.1109,967.8853,0.0731,349.3,440.3,91.0
"brake caliper - , e-(right front)",vw,golf,fi27837687a,36,193.3389,177.5,31.0672,965.1713,0.1607,165.1,238.0,72.9
brake caliper -(right front),toyota,corolla,fi05351686a,8,219.075,236.4,30.7647,946.4669,0.1404,165.8,238.0,72.2
drive shaft -(left front),skoda,octavia,fi09389104a,18,264.3444,243.2,30.6915,941.968,0.1161,241.8,309.4,67.6
drive shaft -(left rear),skoda,octavia,fi23403240a,12,254.5083,254.6,29.6021,876.2824,0.1163,224.1,285.6,61.5
diesel injection pump -,skoda,octavia,fi15710056a,11,209.7455,235.9,29.5696,874.3607,0.141,176.9,238.0,61.1
"drive shaft - , e-(left rear)",vw,golf,fi09389104a,14,261.1143,242.95,29.4077,864.8112,0.1126,241.8,308.4,66.6
hybrid inverter -,toyota,corolla,fi09389104a,11,1014.5455,1032.3,28.6331,819.8516,0.0282,976.8,1041.3,64.5
other control unit -,toyota,corolla,fi09389104a,18,453.9278,471.9,27.951,781.2565,0.0616,412.8,476.0,63.2
"hub rear - , e-(rear)",vw,golf,fi10331575a,36,217.0056,236.0,27.9073,778.815,0.1286,176.9,238.0,61.1
"side airbags - , e-(right)",vw,golf,fi10331575a,18,138.0944,118.6,27.9027,778.5594,0.2021,117.9,178.5,60.6
curtain airbags -(right),toyota,corolla,fi27837687a,39,242.3051,238.0,27.7375,769.3697,0.1145,94.7,261.8,167.1
drive shaft-(right front),toyota,corolla,fi27837687a,3,336.1,353.8,27.3256,746.6867,0.0813,297.5,357.0,59.5
drive shaft -(right rear),skoda,octavia,fi23403240a,24,242.6625,236.9,27.1339,736.2465,0.1118,212.3,285.6,73.3
abs hydraulic aggregate -,skoda,octavia,fi09389104a,17,651.6118,666.6,27.121,735.5493,0.0416,607.4,672.4,65.0
abs hydraulic aggregate -,toyota,corolla,fi27837687a,24,574.75,589.9,26.9656,727.1425,0.0469,532.8,595.0,62.2
drive shaft -(left front),toyota,corolla,fi27837687a,60,288.695,296.0,26.6671,711.1338,0.0924,165.8,297.5,131.7
brake caliper -(left front),toyota,corolla,fi05351686a,7,226.6857,236.8,24.8655,618.2927,0.1097,165.8,238.0,72.2
hybrid converter -,toyota,corolla,fi27837687a,18,382.8722,379.15,24.3649,593.6476,0.0636,353.8,416.5,62.7
gear box 5 speed -,toyota,corolla,fi27837687a,2,556.5,556.5,23.7,561.69,0.0426,532.8,580.2,47.4
curtain airbags -(left),toyota,corolla,fi06376738a,3,85.2667,84.1,21.7753,474.1622,0.2554,59.2,112.5,53.3
power steering control unit -,toyota,corolla,fi27837687a,7,228.3714,236.8,20.7381,430.0706,0.0908,177.6,238.0,60.4
inter axle compl. -,skoda,octavia,fi11042417a,12,256.4417,254.65,20.6698,427.2391,0.0806,235.9,295.7,59.8
turbo aggregate -,skoda,octavia,fi09389104a,18,394.55,402.35,20.1657,406.6558,0.0511,365.6,416.5,50.9
hub rear -(rear),toyota,corolla,fi02154548a,5,82.88,82.9,19.4624,378.7856,0.2348,65.1,118.4,53.3
hybrid batteri -,toyota,corolla,fi27837687a,9,1178.5,1184.0,19.0773,363.9422,0.0162,1124.8,1190.0,65.2
"fuel tank injection - , e-",vw,golf,fi06376738a,23,94.3609,84.5,18.6819,349.0128,0.198,71.9,121.4,49.5
contact roll airbag -,toyota,corolla,fi09389104a,7,229.2143,236.8,18.6748,348.7469,0.0815,183.5,238.0,54.5
"rear axle - , e-",vw,golf,fi27837687a,11,397.9545,412.8,17.9216,321.1843,0.045,377.4,416.5,39.1
kamera utvändig -,toyota,corolla,fi06509801a,7,594.5857,601.7,17.7979,316.7641,0.0299,551.2,604.8,53.6
drive shaft -(right front),skoda,octavia,fi23403240a,11,276.6545,261.8,17.7887,316.4388,0.0643,259.5,297.5,38.0
curtain airbags -(right),skoda,octavia,fi09389104a,12,165.7917,165.8,17.766,315.6308,0.1072,147.4,184.4,37.0
"air throttle housing / throttle housing - , e-",vw,golf,fi02042722a,14,76.9429,76.95,17.7585,315.3639,0.2308,59.0,95.2,36.2
engine diesel-,toyota,corolla,fi27837687a,2,787.35,787.35,17.75,315.0625,0.0225,769.6,805.1,35.5
hub rear -(rear),toyota,corolla,fi15710056a,50,85.734,94.55,17.165,294.6362,0.2002,47.4,95.2,47.8
starter diesel -,toyota,corolla,fi05028803a,3,82.9667,94.8,16.8056,282.4289,0.2026,59.2,94.9,35.7
contact roll airbag -,toyota,corolla,fi27837687a,9,201.3,212.4,16.767,281.1311,0.0833,177.6,214.2,36.6
"steering wheel airbag - , e-",vw,golf,fi09389104a,7,525.9,532.2,16.6053,275.7371,0.0316,485.4,535.5,50.1
rear sensor -(rear),skoda,octavia,fi23403240a,7,80.1714,71.1,16.4086,269.242,0.2047,70.8,117.4,46.6
rear axle -,toyota,corolla,fi27837687a,14,313.7929,319.7,16.0139,256.4449,0.051,260.5,321.3,60.8
abs hydraulic aggregate -,toyota,corolla,fi09389104a,6,585.0,590.95,15.4882,239.8833,0.0265,550.6,595.0,44.4
curtain airbags -(right),toyota,corolla,fi06018105a,4,150.975,142.1,15.372,236.2969,0.1018,142.1,177.6,35.5
"gear distributor box - , e-",vw,golf,cn409053a,12,1080.0917,1080.95,15.1691,230.1024,0.014,1061.5,1100.8,39.3
"ignition diesel relay- , e-",vw,golf,fi10331575a,2,20.75,20.75,14.85,220.5225,0.7157,5.9,35.6,29.7
"ignition diesel relay - , e-",vw,golf,fi10331575a,10,20.7,20.65,14.8002,219.046,0.715,5.9,35.7,29.8
"drive shaft - , e-(left front)",vw,golf,fi09389104a,42,300.1333,306.7,14.4128,207.7284,0.048,265.4,309.4,44.0
starter diesel -,toyota,corolla,fi26167503a,5,87.58,94.4,14.193,201.4416,0.1621,59.2,95.2,36.0
engine gasoline -,skoda,octavia,fi05351686a,5,4619.32,4617.6,13.8375,191.4776,0.003,4599.7,4641.0,41.3
automatic gear -,skoda,octavia,fi06509801a,6,4385.4667,4384.1,13.6036,185.0589,0.0031,4369.7,4408.9,39.2
automatic gear -,skoda,octavia,cw300051n,6,4379.5667,4378.2,13.5746,184.2689,0.0031,4363.8,4403.0,39.2
engine diesel -,skoda,octavia,fi09389104a,5,4025.2,4025.6,13.5607,183.892,0.0034,4010.0,4046.0,36.0
automatic gear -(front),skoda,octavia,gc300012n,6,4367.75,4366.4,13.5458,183.4892,0.0031,4352.0,4391.1,39.1
"engine gasoline - , e-",vw,golf,fi22893129a,6,4320.3833,4319.05,13.3982,179.5114,0.0031,4304.8,4343.5,38.7
engine gasoline -,skoda,octavia,fi27837687a,6,4261.2,4259.9,13.2218,174.8167,0.0031,4245.8,4284.0,38.2
dragkrok styrenhet -,skoda,octavia,fi05028803a,6,112.4833,118.2,13.1905,173.9881,0.1173,83.0,119.0,36.0
rear sensor -,skoda,octavia,fi27837687a,11,73.4091,84.9,12.9734,168.3099,0.1767,59.0,85.7,26.7
engine gasoline -(front),skoda,octavia,fi23403240a,6,4142.8333,4141.55,12.8545,165.2389,0.0031,4127.9,4165.0,37.1
"engine diesel - , e-",vw,golf,fi27837687a,6,4083.65,4082.4,12.6782,160.7358,0.0031,4068.9,4105.5,36.6
engine diesel -,skoda,octavia,fi27837687a,12,3906.1,3904.9,12.1345,147.2467,0.0031,3892.0,3927.0,35.0
"automatic gear - , e-",vw,golf,fi27837687a,6,3906.1,3904.9,12.1345,147.2467,0.0031,3892.0,3927.0,35.0
"adaptiv farthållare sensor - , e-",vw,golf,qf907561d,12,414.275,414.6,11.8949,141.4885,0.0287,401.0,428.4,27.4
wheel bearing spindle shaft -(left rear),toyota,corolla,fi05028803a,13,188.6154,178.5,11.8934,141.4521,0.0631,176.9,202.3,25.4
gear lever -,skoda,octavia,fi05351686a,12,248.5833,248.75,11.8743,140.9997,0.0478,235.9,261.8,25.9
drive shaft -(left rear),skoda,octavia,fi02042722a,12,224.9,225.05,11.8532,140.4983,0.0527,212.3,238.0,25.7
drive shaft -(right rear),skoda,octavia,fi02042722a,12,224.9,225.05,11.8532,140.4983,0.0527,212.3,238.0,25.7
brake servo -,toyota,corolla,fi06018105a,2,142.05,142.05,11.85,140.4225,0.0834,130.2,153.9,23.7
rear axle -,toyota,corolla,fi06376738a,2,272.35,272.35,11.85,140.4225,0.0435,260.5,284.2,23.7
wheel bearing spindle shaft -(left rear),skoda,octavia,fi05351686a,35,224.5486,214.2,11.835,140.0665,0.0527,212.3,238.0,25.7
wheel bearing spindle shaft -(right rear),skoda,octavia,fi05351686a,21,226.519,235.9,11.8104,139.4844,0.0521,212.3,238.0,25.7
air purifier -,toyota,corolla,fi05028803a,11,83.9636,94.4,11.8005,139.2514,0.1405,70.8,95.2,24.4
"automatic gear - , e-",vw,golf,fi09389104a,6,3787.7333,3786.55,11.7382,137.7856,0.0031,3774.1,3808.0,33.9
"engine gasoline - , e-",vw,golf,fi06509801a,6,3767.0167,3765.85,11.7095,137.1114,0.0031,3753.4,3787.2,33.8
air purifier-,toyota,corolla,fi27837687a,2,82.7,82.7,11.7,136.89,0.1415,71.0,94.4,23.4
rear axle beam -,toyota,corolla,fi27837687a,27,412.0778,414.4,11.2266,126.0373,0.0272,355.2,416.5,61.3
drive shaft -(right rear),skoda,octavia,fi09389104a,18,234.7556,241.9,11.1867,125.1425,0.0477,218.2,243.9,25.7
brake caliper -(left rear),skoda,octavia,fi27837687a,15,161.96,154.2,11.1811,125.0171,0.069,153.4,178.5,25.1
control unit xenon -,toyota,corolla,fi02154548a,18,126.3,118.6,11.1793,124.9767,0.0885,117.9,142.8,24.9
"knee - , e-",vw,golf,fi27837687a,18,185.4444,177.9,11.1791,124.9725,0.0603,176.9,202.3,25.4
brake caliper -(right rear),skoda,octavia,fi27837687a,18,161.8278,154.2,11.1757,124.8965,0.0691,153.3,178.5,25.2
wheel bearing spindle shaft -(right rear),toyota,corolla,fi05028803a,9,185.5778,177.9,11.124,123.744,0.0599,176.9,201.3,24.4
engine gasoline -,toyota,corolla,fi02042722a,6,3552.45,3554.25,11.074,122.6325,0.0031,3538.2,3570.0,31.8
engine gasoline -,toyota,corolla,fi05028803a,6,3552.45,3554.25,11.074,122.6325,0.0031,3538.2,3570.0,31.8
"automatic gear - , e-",vw,golf,gc300011m,6,3551.0,3549.9,11.0182,121.4,0.0031,3538.2,3570.0,31.8
hub rear -(left rear),toyota,corolla,fi05028803a,6,95.6167,100.45,11.0113,121.2481,0.1152,71.0,100.8,29.8
engine diesel -,skoda,octavia,fi06509801a,6,3542.1167,3541.0,11.0007,121.0147,0.0031,3529.3,3561.1,31.8
strut rear -(right),toyota,corolla,fi06018105a,10,50.92,59.0,10.9933,120.8536,0.2159,29.6,59.5,29.9
"wheel bearing spindle shaft - , e-(right rear)",vw,golf,fi27837687a,17,220.0235,213.5,10.7998,116.6359,0.0491,212.3,238.0,25.7
"automatic gear - , e-",vw,golf,cw300047e,6,3432.6333,3431.55,10.6509,113.4422,0.0031,3420.3,3451.0,30.7
brake caliper -(left front),toyota,corolla,fi27837687a,32,175.3406,177.6,10.4401,108.9955,0.0595,118.4,178.5,60.1
hub rear -(right rear),toyota,corolla,fi05028803a,7,96.4,100.6,10.3735,107.6086,0.1076,71.0,101.1,30.1
"automatic gear - , e-",vw,golf,fi06509801a,6,3317.2333,3316.25,10.3061,106.2156,0.0031,3305.2,3335.0,29.8
strut rear -(left),toyota,corolla,fi15710056a,8,53.2875,59.1,10.2708,105.4886,0.1927,35.5,59.5,24.0
steering wheel airbag -,toyota,corolla,fi27837687a,24,293.0667,296.0,9.8515,97.0514,0.0336,260.5,297.5,37.0
"wheel bearing spindle shaft - , e-(left rear)",vw,golf,fi05351686a,13,233.9538,236.5,9.6533,93.1856,0.0413,200.6,238.0,37.4
hub rear -(rear),toyota,corolla,fi09992720a,5,113.68,118.5,9.6464,93.0536,0.0849,94.4,119.0,24.6
starter diesel -,toyota,corolla,fi11042417a,13,92.0,94.7,9.4724,89.7262,0.103,59.2,95.2,36.0
"air throttle housing / throttle housing - , e-",vw,golf,fi06292622a,16,82.8687,82.85,9.3561,87.5371,0.1129,70.8,95.2,24.4
hybrid inverter -,toyota,corolla,fi06509801a,12,1094.0167,1094.45,9.0979,82.7714,0.0083,1081.2,1107.9,26.7
tank transmitters -,toyota,corolla,fi06292622a,2,26.65,26.65,8.85,78.3225,0.3321,17.8,35.5,17.7
rear axle beam -,skoda,octavia,fi22893129a,6,315.6333,318.9,8.8381,78.1122,0.028,296.0,321.3,25.3
"fuel distributor - , e-",vw,golf,fi09389104a,15,106.6,112.3,8.3775,70.1827,0.0786,94.4,113.0,18.6
fuse box / electricity central -,toyota,corolla,fi15710056a,7,91.3429,94.7,8.309,69.0396,0.091,71.0,95.2,24.2
drive shaft -(right front),toyota,corolla,fi02154548a,7,174.2143,177.6,8.2933,68.7784,0.0476,153.9,177.6,23.7
wheel bearing spindle shaft -(right rear),toyota,corolla,fi09389104a,16,201.7812,206.85,8.2357,67.8265,0.0408,188.7,208.3,19.6
piston / rod -,skoda,octavia,fi06292622a,29,43.8655,41.4,8.1565,66.5278,0.1859,35.4,59.5,24.1
alternator -,toyota,corolla,fi09389104a,13,145.7538,148.0,7.9097,62.564,0.0543,118.4,148.8,30.4
starter gasoline -,skoda,octavia,am911024a,17,133.6882,135.0,7.5139,56.4587,0.0562,123.8,142.8,19.0
strut rear -(right rear),toyota,corolla,fi03986645a,5,35.52,35.5,7.4946,56.1696,0.211,23.7,47.4,23.7
gear box 6 speed -,skoda,octavia,fi02042722a,6,2367.3333,2366.6,7.3454,53.9556,0.0031,2358.8,2380.0,21.2
gear box 6 speed -,skoda,octavia,fi06018105a,6,2367.3333,2366.6,7.3454,53.9556,0.0031,2358.8,2380.0,21.2
"gear box 6 speed - , e-",vw,golf,fi05351686a,6,2367.3333,2366.6,7.3454,53.9556,0.0031,2358.8,2380.0,21.2
gear box 6 speed -,skoda,octavia,fi09389104a,6,2314.05,2313.35,7.1691,51.3958,0.0031,2305.7,2326.4,20.7
automatic gear -,toyota,corolla,fi05028803a,5,2957.46,2960.0,7.1405,50.9864,0.0024,2948.5,2965.5,17.0
"gear box 6 speed - , e-",vw,golf,aj300043,6,2237.1333,2236.45,6.938,48.1356,0.0031,2229.1,2249.1,20.0
"engine block - , e-",vw,golf,fi06292622a,30,58.0,59.15,6.9023,47.6413,0.119,47.2,65.5,18.3
"gear box 6 speed - , e-",vw,golf,fi10331575a,12,2130.6,2129.95,6.6255,43.8967,0.0031,2122.9,2142.0,19.1
"gear box 5 speed - , e-",vw,golf,fi09389104a,6,2130.6,2129.95,6.6255,43.8967,0.0031,2122.9,2142.0,19.1
"gear box 6 speed - , e-",vw,golf,fi02042722a,6,2130.6,2129.95,6.6255,43.8967,0.0031,2122.9,2142.0,19.1
komfort styrdon -,skoda,octavia,fi23403240a,11,229.7,224.9,6.4862,42.0709,0.0282,222.9,238.0,15.1
fuel filter / holder -,toyota,corolla,fi10331575a,9,32.2444,35.5,6.3001,39.6914,0.1954,17.8,35.7,17.9
drive shaft -(left front),toyota,corolla,fi09389104a,7,234.2857,236.8,6.2761,39.3898,0.0268,219.0,238.0,19.0
"sump - , e-",vw,golf,fi09389104a,7,109.9,112.3,6.2136,38.6086,0.0565,94.7,113.0,18.3
gear box 6 speed-,toyota,corolla,fi09389104a,2,1362.4,1362.4,6.1,37.21,0.0045,1356.3,1368.5,12.2
rear axle -,skoda,octavia,fi27837687a,12,372.8417,373.15,6.0387,36.4658,0.0162,365.6,380.8,15.2
"turbo aggregate - , e-",vw,golf,fi27837687a,12,372.8417,373.15,6.0387,36.4658,0.0162,365.6,380.8,15.2
"brake caliper - , e-(left rear)",vw,golf,fi22893129a,12,207.15,207.3,5.951,35.4142,0.0287,200.5,214.2,13.7
